球员编号,姓名(英文),场上位置(大类),场上位置(细分),惯用脚,身高_cm,国籍(国际),出生日期,转会时年龄,国籍(转会源),位置(转会源)
101823,Dodo,Attack,Centre-Forward,right,174.0,Brazil,1987-10-16 00:00:00,24.0,Brazil,LB
82243,Moritz Leitner,Midfield,Central Midfield,right,178.0,Germany,1992-12-08 00:00:00,23.0,Germany,CM
130394,Gianluca Lapadula,Attack,Centre-Forward,left,178.0,Peru,1990-02-07 00:00:00,26.0,Peru,CF
181136,Piotr Zielinski,Midfield,Central Midfield,both,180.0,Poland,1994-05-20 00:00:00,22.0,Poland,AM
355501,Amadou Diawara,Midfield,Defensive Midfield,right,183.0,Guinea,1997-07-17 00:00:00,19.0,Guinea,DM
35934,Slobodan Rajkovic,Defender,Centre-Back,left,191.0,Serbia,1989-02-03 00:00:00,27.0,Serbia,CB
124555,Cristiano Biraghi,Defender,Left-Back,left,185.0,Italy,1992-09-01 00:00:00,23.0,Italy,LB
121402,Ahmad Benali,Midfield,Central Midfield,right,173.0,Libya,1992-02-07 00:00:00,24.0,Libya,CM
130369,Stefano Pettinari,Attack,Centre-Forward,right,185.0,Italy,1992-01-27 00:00:00,24.0,Italy,CF
96758,Alessandro Crescenzi,Defender,Left-Back,both,178.0,Italy,1991-09-25 00:00:00,24.0,Italy,LB
28833,Andrea Coda,Defender,Centre-Back,right,188.0,Italy,1985-04-25 00:00:00,31.0,Italy,CB
94529,Stephan El Shaarawy,Attack,Left Winger,right,178.0,Italy,1992-10-27 00:00:00,23.0,Italy,LW
28396,Edin Dzeko,Attack,Centre-Forward,right,193.0,Bosnia-Herzegovina,1986-03-17 00:00:00,30.0,Bosnia-Herzegovina,CF
24316,Emiliano Viviano,Goalkeeper,Goalkeeper,left,195.0,,1985-12-01 00:00:00,30.0,Italy,GK
165895,Matteo Politano,Attack,Right Winger,left,171.0,Italy,1993-08-03 00:00:00,22.0,Italy,RW
277167,Gian Marco Ferrari,Defender,Centre-Back,left,189.0,Italy,1992-05-15 00:00:00,24.0,Italy,CB
84903,Mirko Valdifiori,Midfield,Defensive Midfield,right,185.0,Italy,1986-04-21 00:00:00,30.0,Italy,DM
245072,Stipe Perica,Attack,Centre-Forward,right,192.0,Croatia,1995-07-07 00:00:00,20.0,Croatia,CF
28855,Raffaele Palladino,Attack,Left Winger,right,182.0,Italy,1984-04-17 00:00:00,32.0,Italy,LW
197470,Mattia Caldara,Defender,Centre-Back,right,187.0,Italy,1994-05-05 00:00:00,22.0,Italy,CB
75942,Tomas Rincon,Midfield,Defensive Midfield,right,175.0,Venezuela,1988-01-13 00:00:00,28.0,Venezuela,DM
80351,Josip Ilicic,Midfield,Attacking Midfield,left,190.0,Slovenia,1988-01-29 00:00:00,29.0,Slovenia,SS
200192,Fabio Eguelfi,Defender,Left-Back,left,178.0,Italy,1995-01-19 00:00:00,22.0,Italy,LB
77825,Etrit Berisha,Goalkeeper,Goalkeeper,left,194.0,Albania,1989-03-10 00:00:00,28.0,Albania,GK
332179,Matteo Pessina,Midfield,Central Midfield,left,187.0,Italy,1997-04-21 00:00:00,20.0,Italy,AM
264514,Luca Vido,Attack,Centre-Forward,right,182.0,Italy,1997-02-03 00:00:00,20.0,Italy,CF
395083,Andreaw Gravillon,Defender,Centre-Back,right,189.0,Guadeloupe,1998-02-08 00:00:00,19.0,Guadeloupe,CB
339982,Bright Gyamfi,Defender,Right-Back,right,178.0,Ghana,1996-01-20 00:00:00,21.0,Ghana,RB
198067,Filip Helander,Defender,Centre-Back,left,192.0,Sweden,1993-04-22 00:00:00,24.0,Sweden,CB
256678,Filippo Romagna,Defender,Centre-Back,right,186.0,Italy,1997-05-26 00:00:00,20.0,Italy,CB
249552,Senna Miangue,Defender,Centre-Back,left,192.0,Belgium,1997-02-05 00:00:00,20.0,Congo,LB
195051,Gianluca Gaudino,Midfield,Central Midfield,both,179.0,Germany,1996-11-11 00:00:00,20.0,Germany,CM
291400,Giovanni Crociata,Midfield,Central Midfield,right,174.0,Italy,1997-08-11 00:00:00,19.0,Italy,CM
282388,Giovanni Simeone,Attack,Centre-Forward,right,180.0,Argentina,1995-07-05 00:00:00,22.0,Argentina,CF
126687,Valentin Eysseric,Midfield,Attacking Midfield,right,181.0,France,1992-03-25 00:00:00,25.0,France,AM
188157,Sebastian Cristoforo,Midfield,Central Midfield,right,175.0,Uruguay,1993-08-23 00:00:00,23.0,Uruguay,CM
115507,Bruno Zuculini,Midfield,Defensive Midfield,right,182.0,Argentina,1993-04-02 00:00:00,24.0,Argentina,DM
110931,Marco Fossati,Midfield,Defensive Midfield,right,180.0,Italy,1992-10-05 00:00:00,24.0,Italy,DM
204069,Milan Skriniar,Defender,Centre-Back,right,187.0,Slovakia,1995-02-11 00:00:00,22.0,Slovakia,CB
315853,Alessandro Bastoni,Defender,Centre-Back,left,190.0,Italy,1999-04-13 00:00:00,18.0,Italy,CB
143812,Matias Vecino,Midfield,Central Midfield,right,187.0,Uruguay,1991-08-24 00:00:00,25.0,Uruguay,CM
312862,Dalbert,Defender,Left-Back,left,181.0,Brazil,1993-09-08 00:00:00,23.0,Brazil,LB
197471,Roberto Gagliardini,Midfield,Central Midfield,right,188.0,Italy,1994-04-07 00:00:00,23.0,Italy,CM
40372,Borja Valero,Midfield,Central Midfield,right,175.0,Spain,1985-01-12 00:00:00,32.0,Spain,CM
197300,Federico Bernardeschi,Attack,Right Winger,left,183.0,Italy,1994-02-16 00:00:00,23.0,Italy,RW
33923,Blaise Matuidi,Midfield,Central Midfield,left,175.0,France,1987-04-09 00:00:00,30.0,France,CM
44058,Wojciech Szczesny,Goalkeeper,Goalkeeper,right,195.0,Poland,1990-04-18 00:00:00,27.0,Poland,GK
88682,Mattia De Sciglio,Defender,Right-Back,right,183.0,Italy,1992-10-20 00:00:00,24.0,Italy,RB
110475,Dario Del Fabro,Defender,Centre-Back,right,190.0,Italy,1995-03-24 00:00:00,22.0,Italy,CB
41414,Lucas Leiva,Midfield,Defensive Midfield,right,179.0,Brazil,1987-01-09 00:00:00,30.0,Brazil,DM
37834,Felipe Caicedo,Attack,Centre-Forward,left,183.0,Ecuador,1988-09-05 00:00:00,28.0,Ecuador,CF
39983,Leonardo Bonucci,Defender,Centre-Back,right,189.0,Italy,1987-05-01 00:00:00,30.0,Italy,CB
111227,Andrea Conti,Defender,Right-Back,right,184.0,Italy,1994-03-02 00:00:00,23.0,Italy,RB
126414,Hakan Calhanoglu,Midfield,Defensive Midfield,right,178.0,Türkiye,1994-02-08 00:00:00,23.0,Turkey,CM
26721,Lucas Biglia,Midfield,Defensive Midfield,right,178.0,Argentina,1986-01-30 00:00:00,31.0,Argentina,DM
45653,Mateo Musacchio,Defender,Centre-Back,right,182.0,Argentina,1990-08-26 00:00:00,26.0,Argentina,CB
86784,Ricardo Rodriguez,Defender,Left-Back,left,182.0,Switzerland,1992-08-25 00:00:00,24.0,Switzerland,LB
124715,Nikola Maksimovic,Defender,Centre-Back,right,193.0,Serbia,1991-11-25 00:00:00,25.0,Serbia,CB
159337,Roberto Inglese,Attack,Centre-Forward,right,186.0,Italy,1991-11-12 00:00:00,25.0,Italy,CF
400485,Adam Ounas,Attack,Right Winger,left,172.0,Algeria,1996-11-11 00:00:00,20.0,Algeria,RW
148751,Bruno Peres,Defender,Right-Back,right,178.0,Brazil,1990-03-01 00:00:00,27.0,Brazil,RB
286297,Lorenzo Pellegrini,Midfield,Attacking Midfield,right,186.0,Italy,1996-06-19 00:00:00,21.0,Italy,CM
121985,Juan Jesus,Defender,Centre-Back,left,185.0,Brazil,1991-06-10 00:00:00,26.0,Brazil,CB
46156,Aleksandar Kolarov,Defender,Left-Back,left,187.0,Serbia,1985-11-10 00:00:00,31.0,Serbia,LB
171399,Nicola Murru,Defender,Left-Back,left,180.0,Italy,1994-12-16 00:00:00,22.0,Italy,LB
240306,Bruno Fernandes,Midfield,Attacking Midfield,right,183.0,Portugal,1994-09-08 00:00:00,22.0,Portugal,AM
39799,Ivan Strinic,Defender,Left-Back,left,186.0,Croatia,1987-07-17 00:00:00,30.0,Croatia,LB
301236,Francesco Cassata,Midfield,Central Midfield,right,183.0,Italy,1997-07-16 00:00:00,20.0,Italy,CM
394300,Davide Frattesi,Midfield,Central Midfield,right,178.0,Italy,1999-09-22 00:00:00,17.0,Italy,CM
297645,Riccardo Marchizza,Defender,Left-Back,left,186.0,Italy,1998-03-26 00:00:00,19.0,Italy,LB
198086,Federico Ricci,Attack,Right Winger,left,175.0,Italy,1994-05-27 00:00:00,23.0,Italy,RW
197743,Filippo Costa,Defender,Left-Back,left,175.0,Italy,1995-05-21 00:00:00,22.0,Italy,LB
5825,Marco Borriello,Attack,Centre-Forward,left,186.0,Italy,1982-06-18 00:00:00,35.0,Italy,CF
17127,Felipe,Defender,Centre-Back,left,188.0,Brazil,1984-07-31 00:00:00,32.0,Brazil,CB
200194,Federico Mattiello,Defender,Right-Back,right,184.0,Italy,1995-07-14 00:00:00,22.0,Italy,RB
149446,Bryan Dabo,Midfield,Central Midfield,right,187.0,Burkina Faso,1992-02-18 00:00:00,25.0,Burkina Faso,CM
87884,Mario Rui,Defender,Left-Back,left,168.0,Portugal,1991-05-27 00:00:00,26.0,Portugal,LB
298975,Pol Lirola,Defender,Right-Back,right,183.0,Spain,1997-08-13 00:00:00,20.0,Spain,RB
291432,Mattia Vitale,Midfield,Central Midfield,left,184.0,Italy,1997-10-01 00:00:00,20.0,Italy,CM
357995,Davide Bettella,Defender,Centre-Back,right,185.0,Italy,2000-04-07 00:00:00,18.0,Italy,CB
297630,Marco Carraro,Midfield,Defensive Midfield,left,187.0,Italy,1998-01-09 00:00:00,20.0,Italy,DM
315850,Marco Tumminello,Attack,Centre-Forward,left,180.0,Italy,1998-11-06 00:00:00,19.0,Italy,CF
80894,Lukasz Skorupski,Goalkeeper,Goalkeeper,right,188.0,Poland,1991-05-05 00:00:00,27.0,Poland,GK
119115,Diego Falcinelli,Attack,Centre-Forward,left,186.0,Italy,1991-06-26 00:00:00,27.0,Italy,CF
240897,Arturo Calabresi,Defender,Centre-Back,right,186.0,Italy,1996-03-17 00:00:00,22.0,Italy,RB
105892,Lucas Castro,Midfield,Attacking Midfield,right,182.0,Argentina,1989-04-09 00:00:00,29.0,Argentina,AM
210363,Mariusz Stepinski,Attack,Centre-Forward,right,183.0,Poland,1995-05-12 00:00:00,23.0,Poland,CF
357117,Alban Lafont,Goalkeeper,Goalkeeper,right,196.0,Cote d'Ivoire,1999-01-23 00:00:00,19.0,France,GK
131248,Joel Campbell,Attack,Second Striker,left,178.0,Costa Rica,1992-06-26 00:00:00,26.0,Costa Rica,RW
199941,Andrea Beghetto,Defender,Left-Back,left,182.0,Italy,1994-10-11 00:00:00,23.0,Italy,LB
110925,Francesco Bardi,Goalkeeper,Goalkeeper,right,188.0,Italy,1992-01-18 00:00:00,26.0,Italy,GK
164091,Marco Capuano,Defender,Centre-Back,left,186.0,Italy,1991-10-14 00:00:00,26.0,Italy,CB
315871,Federico Valietti,Defender,Right-Back,right,185.0,Italy,1999-01-25 00:00:00,19.0,Italy,RB
324804,Yann Karamoh,Attack,Left Winger,right,184.0,France,1998-07-08 00:00:00,19.0,Cote d'Ivoire,LW
75615,Douglas Costa,Attack,Right Winger,left,172.0,Brazil,1990-09-14 00:00:00,27.0,Brazil,LW
110923,Mattia Perin,Goalkeeper,Goalkeeper,right,188.0,Italy,1992-11-10 00:00:00,25.0,Italy,GK
135208,Riza Durmisi,Defender,Left-Back,left,173.0,Denmark,1994-01-08 00:00:00,24.0,Denmark,LB
350219,Fabian Ruiz,Midfield,Central Midfield,left,188.0,Spain,1996-04-03 00:00:00,22.0,Spain,CM
126711,Kevin Malcuit,Defender,Right-Back,right,178.0,France,1991-07-31 00:00:00,27.0,France,RB
165531,Jacopo Dezi,Midfield,Central Midfield,right,178.0,Italy,1992-02-10 00:00:00,26.0,Italy,CM
242086,Patrik Schick,Attack,Centre-Forward,left,191.0,Czech Republic,1996-01-24 00:00:00,22.0,Czech Republic,CF
55215,Javier Pastore,Midfield,Attacking Midfield,right,187.0,Argentina,1989-06-20 00:00:00,29.0,Argentina,AM
163222,Gregoire Defrel,Attack,Centre-Forward,left,179.0,France,1991-06-17 00:00:00,27.0,Martinique,CF
392085,Nicolo Zaniolo,Attack,Second Striker,left,190.0,Italy,1999-07-02 00:00:00,18.0,Italy,RW
22141,Antonio Mirante,Goalkeeper,Goalkeeper,right,193.0,Italy,1983-07-08 00:00:00,34.0,Italy,GK
73794,Duvan Zapata,Attack,Centre-Forward,right,188.0,Colombia,1991-04-01 00:00:00,27.0,Colombia,CF
273236,Marlon,Defender,Centre-Back,right,182.0,Brazil,1995-09-07 00:00:00,22.0,Brazil,CB
38607,Federico Di Francesco,Attack,Left Winger,right,171.0,Italy,1994-06-14 00:00:00,24.0,Italy,LW
124902,Khouma Babacar,Attack,Centre-Forward,right,185.0,Senegal,1993-03-17 00:00:00,25.0,Senegal,CF
310458,Giangiacomo Magnani,Defender,Centre-Back,right,192.0,Italy,1995-10-04 00:00:00,22.0,Italy,CB
345590,Jens Odgaard,Midfield,Attacking Midfield,left,188.0,Denmark,1999-03-31 00:00:00,19.0,Denmark,CF
163568,Alfred Gomis,Goalkeeper,Goalkeeper,right,196.0,Senegal,1993-09-05 00:00:00,24.0,Senegal,GK
157501,M'Baye Niang,Attack,Centre-Forward,right,188.0,Senegal,1994-12-19 00:00:00,23.0,Senegal,CF
164913,Soualiho Meite,Midfield,Defensive Midfield,right,187.0,France,1994-03-17 00:00:00,24.0,France,DM
32113,Armando Izzo,Defender,Centre-Back,right,183.0,Italy,1992-03-02 00:00:00,26.0,Italy,CB
60577,Nicolas N'Koulou,Defender,Centre-Back,right,184.0,Cameroon,1990-03-27 00:00:00,28.0,Cameroon,CB
129505,Marcello Trotta,Attack,Centre-Forward,left,188.0,Italy,1992-09-29 00:00:00,26.0,Italy,CF
327757,Krzysztof Piatek,Attack,Centre-Forward,right,183.0,Poland,1995-07-01 00:00:00,23.0,Poland,CF
55801,Marco Sau,Attack,Centre-Forward,right,169.0,Italy,1987-11-03 00:00:00,31.0,Italy,CF
368482,Riccardo Orsolini,Attack,Right Winger,left,186.0,Italy,1997-01-24 00:00:00,22.0,Italy,RW
242078,Ales Mateju,Defender,Right-Back,right,185.0,Czech Republic,1996-06-03 00:00:00,23.0,Czech Republic,RB
197751,Alberto Cerri,Attack,Centre-Forward,right,194.0,Italy,1996-04-16 00:00:00,23.0,Italy,CF
215616,Erick Pulgar,Midfield,Defensive Midfield,right,188.0,Chile,1994-01-15 00:00:00,25.0,Chile,DM
16922,Kevin-Prince Boateng,Midfield,Attacking Midfield,right,186.0,Ghana,1987-03-06 00:00:00,32.0,Ghana,AM
303657,Ionut Radu,Goalkeeper,Goalkeeper,right,188.0,Romania,1997-05-28 00:00:00,22.0,Romania,GK
340151,Andrea Favilli,Attack,Centre-Forward,right,191.0,Italy,1997-05-17 00:00:00,22.0,Italy,CF
167105,Lukas Lerager,Midfield,Defensive Midfield,right,188.0,Denmark,1993-07-12 00:00:00,25.0,Denmark,CM
163542,Alberto Almici,Defender,Right-Back,right,179.0,Italy,1993-01-11 00:00:00,26.0,Italy,RB
165722,Antonio Di Gaudio,Attack,Left Winger,right,169.0,Italy,1989-08-16 00:00:00,29.0,Italy,LW
186368,Valentino Lazaro,Midfield,Right Midfield,right,181.0,Austria,1996-03-24 00:00:00,23.0,Austria,RB
459661,Eddie Salcedo,Attack,Centre-Forward,right,178.0,Italy,2001-10-01 00:00:00,17.0,Italy,CF
371247,Gabriel Brazao,Goalkeeper,Goalkeeper,right,192.0,Brazil,2000-10-05 00:00:00,18.0,Brazil,GK
355915,Cristian Romero,Defender,Centre-Back,right,185.0,Argentina,1998-04-27 00:00:00,21.0,Argentina,CB
346567,Luca Pellegrini,Defender,Left-Back,left,178.0,Italy,1999-03-07 00:00:00,20.0,Italy,LB
340879,Merih Demiral,Defender,Centre-Back,right,190.0,Türkiye,1998-03-05 00:00:00,21.0,Turkey,CB
331401,Manuel Lazzari,Defender,Right-Back,right,174.0,Italy,1993-11-29 00:00:00,25.0,Italy,RM
124002,Biagio Meccariello,Defender,Centre-Back,right,187.0,Italy,1991-03-27 00:00:00,28.0,Italy,CB
357164,Rafael Leao,Attack,Left Winger,right,188.0,Portugal,1999-06-10 00:00:00,20.0,Portugal,LW
294808,Franck Kessie,Midfield,Central Midfield,right,183.0,Cote d'Ivoire,1996-12-19 00:00:00,22.0,Cote d'Ivoire,CM
104752,Konstantinos Manolas,Defender,Centre-Back,right,185.0,Greece,1991-06-14 00:00:00,28.0,Greece,CB
240414,Alex Meret,Goalkeeper,Goalkeeper,left,190.0,Italy,1997-03-22 00:00:00,22.0,Italy,GK
16408,Orestis Karnezis,Goalkeeper,Goalkeeper,right,190.0,Greece,1985-07-11 00:00:00,33.0,Greece,GK
409553,Franco Ferrari,Attack,Centre-Forward,right,193.0,Italy,1995-08-10 00:00:00,23.0,Italy,CF
364206,Andrea Adorante,Attack,Centre-Forward,right,184.0,Italy,2000-02-05 00:00:00,19.0,Italy,CF
199274,Mattia Sprocati,Attack,Right Winger,both,178.0,Italy,1993-04-28 00:00:00,26.0,Italy,RW
94936,Vincent Laurini,Defender,Right-Back,right,173.0,France,1989-06-10 00:00:00,30.0,France,RB
118689,Leonardo Spinazzola,Defender,Left-Back,right,186.0,Italy,1993-03-25 00:00:00,26.0,Italy,LB
286415,Pau Lopez,Goalkeeper,Goalkeeper,left,189.0,Spain,1994-12-13 00:00:00,24.0,Spain,GK
199248,Bryan Cristante,Midfield,Defensive Midfield,right,186.0,Italy,1995-03-03 00:00:00,24.0,Italy,CM
256339,Emil Audero,Goalkeeper,Goalkeeper,right,192.0,Indonesia,1997-01-18 00:00:00,22.0,Italy,GK
197491,Alex Ferrari,Defender,Centre-Back,right,191.0,Italy,1994-07-01 00:00:00,25.0,Italy,CB
265088,Manuel Locatelli,Midfield,Defensive Midfield,right,185.0,Italy,1998-01-08 00:00:00,21.0,Italy,DM
481344,Alessandro Russo,Goalkeeper,Goalkeeper,right,193.0,Italy,2001-03-31 00:00:00,18.0,Italy,GK
401527,Rogerio,Defender,Left-Back,left,178.0,Brazil,1998-01-13 00:00:00,21.0,Brazil,LB
392570,Marco Sala,Defender,Left-Back,left,182.0,Italy,1999-06-04 00:00:00,20.0,Italy,LM
289061,Alessandro Murgia,Midfield,Central Midfield,right,185.0,Italy,1996-08-09 00:00:00,22.0,Italy,CM
287700,Mohamed Fares,Defender,Left-Back,left,183.0,Algeria,1996-02-15 00:00:00,23.0,Algeria,LM
167741,Mattia Valoti,Midfield,Central Midfield,right,187.0,Italy,1993-09-06 00:00:00,25.0,Italy,CM
236490,Ola Aina,Defender,Right-Back,right,184.0,Nigeria,1996-10-08 00:00:00,22.0,Nigeria,RB
183031,Koffi Djidji,Defender,Centre-Back,right,184.0,Cote d'Ivoire,1992-11-30 00:00:00,26.0,Cote d'Ivoire,CB
56830,Sebastien De Maio,Defender,Centre-Back,right,190.0,France,1987-03-05 00:00:00,32.0,France,CB
287579,Sofyan Amrabat,Midfield,Defensive Midfield,right,185.0,Morocco,1996-08-21 00:00:00,23.0,Morocco,DM
34198,Andrea Masiello,Defender,Centre-Back,right,184.0,Italy,1986-02-05 00:00:00,33.0,Italy,CB
69633,Christian Eriksen,Midfield,Attacking Midfield,right,182.0,Denmark,1992-02-14 00:00:00,27.0,Denmark,AM
14086,Ashley Young,Defender,Right-Back,both,175.0,England,1985-07-09 00:00:00,34.0,England,LB
431755,Dejan Kulusevski,Midfield,Attacking Midfield,left,186.0,Sweden,2000-04-25 00:00:00,19.0,Sweden,RW
192735,Stanislav Lobotka,Midfield,Defensive Midfield,right,168.0,Slovakia,1994-11-25 00:00:00,25.0,Slovakia,DM
257732,Amir Rrahmani,Defender,Centre-Back,right,192.0,Kosovo,1994-02-24 00:00:00,25.0,Kosovo,CB
82070,Diego Demme,Midfield,Defensive Midfield,right,170.0,Germany,1991-11-21 00:00:00,28.0,Germany,DM
92899,Marvin Zeegelaar,Defender,Left-Back,left,186.0,,1990-08-12 00:00:00,29.0,Netherlands,LB
205938,Mario Pasalic,Midfield,Central Midfield,right,188.0,Croatia,1995-02-09 00:00:00,25.0,Croatia,CM
297648,Simone Muratore,Midfield,Central Midfield,right,186.0,Italy,1998-05-30 00:00:00,22.0,Italy,CM
46552,Kamil Glik,Defender,Centre-Back,right,190.0,Poland,1988-02-03 00:00:00,32.0,Poland,CB
98888,Artur Ionita,Midfield,Central Midfield,both,184.0,Moldova,1990-08-17 00:00:00,30.0,Moldova,CM
317482,Marko Rog,Midfield,Central Midfield,right,180.0,Croatia,1995-07-19 00:00:00,25.0,Croatia,CM
357176,Alessandro Tripaldelli,Defender,Left-Back,left,182.0,Italy,1999-02-09 00:00:00,21.0,Italy,LB
337725,Christian Kouame,Attack,Centre-Forward,right,193.0,Cote d'Ivoire,1997-12-06 00:00:00,22.0,Cote d'Ivoire,CF
315865,Andrea Pinamonti,Attack,Centre-Forward,right,185.0,Italy,1999-05-19 00:00:00,21.0,Italy,CF
176139,Mattia Bani,Defender,Centre-Back,right,188.0,Italy,1993-12-10 00:00:00,26.0,Italy,CB
157507,Adrien Tameze,Midfield,Defensive Midfield,right,182.0,France,1994-02-04 00:00:00,26.0,Cameroon,DM
115763,Koray Gunter,Defender,Centre-Back,right,185.0,Germany,1994-08-16 00:00:00,26.0,Germany,CB
108484,Emmanuel Badu,Midfield,Central Midfield,right,173.0,Ghana,1990-12-02 00:00:00,29.0,Ghana,CM
398073,Achraf Hakimi,Defender,Right-Back,right,180.0,Morocco,1998-11-04 00:00:00,21.0,Morocco,RB
255942,Nicolo Barella,Midfield,Central Midfield,right,175.0,Italy,1997-02-07 00:00:00,23.0,Italy,CM
216179,Stefano Sensi,Midfield,Central Midfield,right,168.0,Italy,1995-08-05 00:00:00,25.0,Italy,CM
517518,Arthur,Defender,Centre-Back,right,190.0,Brazil,1999-06-17 00:00:00,24.0,Brazil,CM
187587,Ante Rebic,Attack,Left Winger,right,185.0,Croatia,1993-09-21 00:00:00,26.0,Croatia,LW
55282,Ciprian Tatarusanu,Goalkeeper,Goalkeeper,right,198.0,Romania,1986-02-09 00:00:00,34.0,Romania,GK
401923,Victor Osimhen,Attack,Centre-Forward,right,186.0,Nigeria,1998-12-29 00:00:00,21.0,Nigeria,CF
342341,Leonardo Candellone,Attack,Centre-Forward,right,186.0,Italy,1997-09-15 00:00:00,23.0,Italy,CF
336960,Giuseppe Pezzella,Defender,Left-Back,left,187.0,Italy,1997-11-29 00:00:00,22.0,Italy,LB
99254,Luigi Sepe,Goalkeeper,Goalkeeper,left,185.0,Italy,1991-05-08 00:00:00,29.0,Italy,GK
256448,Gianluca Mancini,Defender,Centre-Back,right,190.0,Italy,1996-04-17 00:00:00,24.0,Italy,CB
103427,Chris Smalling,Defender,Centre-Back,right,194.0,England,1989-11-22 00:00:00,30.0,England,CB
282810,Carles Perez,Attack,Right Winger,left,173.0,Spain,1998-02-16 00:00:00,22.0,Spain,RW
111347,Lorenzo Tonelli,Defender,Centre-Back,right,183.0,Italy,1990-01-17 00:00:00,30.0,Italy,CB
284595,Tommaso Augello,Defender,Left-Back,left,180.0,Italy,1994-08-30 00:00:00,26.0,Italy,LB
392500,Felice D'Amico,Midfield,Attacking Midfield,right,175.0,Italy,2000-08-22 00:00:00,20.0,Italy,LW
225873,Karol Linetty,Midfield,Central Midfield,right,175.0,Poland,1995-02-02 00:00:00,25.0,Poland,CM
322305,Jean-Victor Makengo,Midfield,Attacking Midfield,left,177.0,France,1998-06-12 00:00:00,22.0,France,CM
394304,Manolo Portanova,Midfield,Central Midfield,right,183.0,Italy,2000-06-02 00:00:00,20.0,Italy,AM
525704,Nicolo Rovella,Midfield,Defensive Midfield,right,179.0,Italy,2001-12-04 00:00:00,19.0,Italy,DM
303254,Fikayo Tomori,Defender,Centre-Back,right,185.0,England,1997-12-19 00:00:00,23.0,England,CB
182906,Mike Maignan,Goalkeeper,Goalkeeper,right,191.0,France,1995-07-03 00:00:00,25.0,France,GK
395236,Yacine Adli,Midfield,Defensive Midfield,right,186.0,Algeria,2000-07-29 00:00:00,21.0,France,AM
296422,Fode Ballo-Toure,Defender,Left-Back,left,182.0,Senegal,1997-01-03 00:00:00,24.0,Senegal,LB
242359,Juan Musso,Goalkeeper,Goalkeeper,right,193.0,Argentina,1994-05-06 00:00:00,27.0,Argentina,GK
459655,Matteo Lovato,Defender,Centre-Back,right,188.0,Italy,2000-02-14 00:00:00,21.0,Italy,CB
334835,Toma Basic,Midfield,Central Midfield,left,190.0,Croatia,1996-11-25 00:00:00,24.0,Croatia,CM
331726,Tammy Abraham,Attack,Centre-Forward,right,194.0,England,1997-10-02 00:00:00,23.0,England,CF
371371,Marash Kumbulla,Defender,Centre-Back,right,191.0,Albania,2000-02-08 00:00:00,21.0,Albania,CB
358166,Eldor Shomurodov,Attack,Centre-Forward,right,190.0,Uzbekistan,1995-06-29 00:00:00,26.0,Uzbekistan,CF
45026,Rui Patricio,Goalkeeper,Goalkeeper,left,190.0,Portugal,1988-02-15 00:00:00,33.0,Portugal,GK
524481,Roger Ibanez,Defender,Centre-Back,right,186.0,Brazil,1998-11-23 00:00:00,22.0,Brazil,CB
129674,Jeremy Toljan,Defender,Right-Back,right,182.0,Germany,1994-08-08 00:00:00,26.0,Germany,RB
357003,Martin Erlic,Defender,Centre-Back,right,192.0,Croatia,1998-01-24 00:00:00,23.0,Croatia,CB
290862,Maxime Lopez,Midfield,Defensive Midfield,right,167.0,France,1997-12-04 00:00:00,23.0,France,CM
287876,Antonino La Gumina,Attack,Centre-Forward,right,182.0,Italy,1996-03-06 00:00:00,25.0,Italy,CF
391498,Mert Cetin,Defender,Centre-Back,right,189.0,Türkiye,1997-01-01 00:00:00,24.0,Turkey,CB
272261,Antonin Barak,Midfield,Attacking Midfield,left,190.0,Czech Republic,1994-12-03 00:00:00,26.0,Czech Republic,AM
163639,Federico Ceccherini,Defender,Centre-Back,right,187.0,Italy,1992-05-11 00:00:00,29.0,Italy,CB
309393,Lennart Czyborra,Midfield,Left Midfield,left,181.0,Germany,1999-05-03 00:00:00,22.0,Germany,LB
181382,Abdoulaye Toure,Midfield,Defensive Midfield,right,188.0,Guinea,1994-03-03 00:00:00,27.0,France,DM
486624,Musa Barrow,Attack,Left Winger,right,184.0,The Gambia,1998-11-14 00:00:00,22.0,The Gambia,CF
126673,Adama Soumaoro,Defender,Centre-Back,right,187.0,France,1992-06-18 00:00:00,29.0,France,CB
528833,Lazar Samardzic,Midfield,Attacking Midfield,left,184.0,Serbia,2002-02-24 00:00:00,19.0,Germany,AM
85528,Marco Silvestri,Goalkeeper,Goalkeeper,right,191.0,Italy,1991-03-02 00:00:00,30.0,Italy,GK
546880,Brandon Soppy,Midfield,Right Midfield,right,180.0,France,2002-02-21 00:00:00,19.0,France,RB
292772,Dimitrios Nikolaou,Defender,Centre-Back,left,188.0,Greece,1998-08-13 00:00:00,22.0,Greece,CB
243225,Samuel Mraz,Attack,Centre-Forward,right,183.0,Slovakia,1997-05-13 00:00:00,24.0,Slovakia,CF
258482,Boris Radunovic,Goalkeeper,Goalkeeper,right,194.0,Serbia,1996-05-26 00:00:00,25.0,Serbia,GK
192638,Nicolas Haas,Midfield,Central Midfield,right,178.0,Switzerland,1996-01-23 00:00:00,25.0,Switzerland,CM
435228,Ardian Ismajli,Defender,Centre-Back,right,187.0,Albania,1996-09-30 00:00:00,24.0,Albania,CB
44017,Javi Martinez,Midfield,Defensive Midfield,right,189.0,Spain,1988-09-02 00:00:00,23.0,Spain,DM
